"","Unnamed: 0","organisation","service","historical_service_equiv","historical_service_equiv_jb","web_archive_value","other_website_value","final_transactions_value","final_transactions_value_source","note","unique_clicks_2022","govuk_start_page_url","topic","priority","retired","verb","service_type","service_category","excluded","exclusion_comment","send_physical_letters","receive_physical_letters","manual_document_checking","identity_check","unique_clicks_2021","requesting_information","unique_clicks_final","predicted_transactions","transaction_value","RTI","task_count","RTI_perc","rubric_score_manual","org_n","org_name"
"362",224,"Department for Levelling Up, Housing & Communities","appeal a planning decision",NA,"x","23013",NA,23013,"web_archive","Planning applications: appeals",2749,"https://appeal-planning-decision.service.gov.uk/before-you-start","Housing and local services",0,FALSE,"Appeal","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,2749,0,2749,41810.1590549732,23013,0.411764705882353,17,70.5882352941176,NA,9,"Other"
"363",84,"Home Office","biometric residence permits","Biometric residence permits: replacements","Biometric residence permits: replacements","17766",NA,17766,"web_archive",NA,18299,"https://www.gov.uk/biometric-residence-permits","Citizenship and living in the UK",0,FALSE,"Access","Requesting a licence or consent","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,18299,26558.1973154717,17766,0.25,8,62.5,NA,25,"Home Office"
"364",61,"Environment Agency","report your salmon or sea trout catch",NA,"x","15118",NA,15118,"web_archive","Rod catch returns: salmon and sea trout catches",10985,"https://catchreturn.service.gov.uk/","Business and self-employed",0,FALSE,"Report","Providing information","Fully-automated",TRUE,NA,NA,NA,NA,NA,10985,0,10985,9595.33416380868,15118,NA,NA,NA,NA,18,"Environment Agency"
"365",21,"Animal and Plant Health Agency","apply for plant export certificates and inspections",NA,"x","14947",NA,14947,"web_archive",NA,12553,"https://exporter.apply-plant-export-certificates.service.gov.uk/","Business and self-employed",0,FALSE,"Apply","Requesting a licence or consent","Transactional service",FALSE,NA,NA,NA,NA,NA,12553,0,12553,15275.4580655236,14947,1,3,100,NA,3,"Other"
"366",356,"Department for Business, Energy & Industrial Strategy","biomass suppliers list","Biomass Suppliers List registrations","Biomass Suppliers List registrations","14238",NA,14238,"web_archive",NA,1184,"https://www.gov.uk/register-biomass-supplier","Environment and countryside",1,FALSE,"Access","Requesting information","Transactional service",FALSE,NA,NA,NA,NA,NA,0,1,1184,7883.24893482162,14238,0.363636363636364,22,68.1818181818182,"MP",18,"Department for Business, Energy & Industrial Strategy"
"367",296,"Insolvency Service","director conduct reporting service",NA,"x","13134",NA,13134,"web_archive","Conduct of directors assessments",177,"https://report-director-conduct.service.gov.uk/","Working, jobs and pensions",0,FALSE,"Access","Requesting information","Special sign-in required",TRUE,"I cannot access this service because I need to have an account registered with the Insolvency Service",NA,NA,NA,NA,177,1,177,26019.7523821328,13134,NA,NA,NA,NA,6,"Other"
"368",19,"Insolvency Service","apply for bankruptcy",NA,"x","11778",NA,11778,"web_archive","Applications for bankruptcy",29530,"https://apply-for-bankruptcy.service.gov.uk/","Business and self-employed",0,FALSE,"Apply","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,29530,0,29530,25311.2900408172,11778,1,8,100,NA,6,"Other"
"369",135,"Driver and Vehicle Standards Agency","find a test centre for an hgv, bus or trailer mot",NA,"x","8631",NA,8631,"web_archive","HGV and PSV test bookings",22514,"https://find-test-centre-hgv-bus-trailer-mot.service.gov.uk","Driving and transport",0,FALSE,"Find","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,22514,1,22514,297758.451017028,8631,NA,NA,NA,NA,16,"Driver and Vehicle Standards Agency"
"370",44,"Companies House","get information about a company",NA,"x","7774",NA,7774,"web_archive","Companies House Search/Data Request Service: company reports data",31316079,"https://find-and-update.company-information.service.gov.uk","Business and self-employed",0,FALSE,"Get","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,0,1,31316079,2468904.15183821,7774,NA,NA,NA,NA,7,"Other"
"371",335,"Department for Business, Energy & Industrial Strategy","king's awards for enterprise",NA,"x","5339",NA,5339,"web_archive","Combination of the two Queen's Awards records",4365,"https://www.kings-awards-enterprise.service.gov.uk/users/sign_up","Business and self-employed",1,FALSE,"Access","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,4365,8187.82879747771,5339,0.285714285714286,14,64.2857142857143,"MP",18,"Department for Business, Energy & Industrial Strategy"
"372",20,"Innovate UK","apply for innovation funding",NA,"x","5295",NA,5295,"web_archive","Innovate UK funding: applications for grants",4717,"https://apply-for-innovation-funding.service.gov.uk","Business and self-employed",0,FALSE,"Apply","Requesting benefit payments or loans","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,4717,8571.41070254609,5295,1,7,100,NA,1,"Other"
"373",210,"Department for Environment, Food & Rural Affairs","fixed quota allocation register",NA,"x","2155",NA,2155,"web_archive","Management of fishing quotas",NA,"https://www.fqaregister.service.gov.uk","Environment and countryside",0,FALSE,"Access","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,0,1,18563,27202.5030193795,2155,NA,NA,NA,NA,17,"Department for Environment, Food & Rural Affairs"
"374",359,"Department for Environment, Food & Rural Affairs","make or update a rural payments claim",NA,"x","1593",NA,1593,"web_archive","Rural Development Funding claims",61304,"https://www.ruralpays.service.gov.uk/","Environment and countryside",1,FALSE,"Make","Amending/deleting information","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,61304,34496.9671360744,1593,1,4,100,NA,17,"Department for Environment, Food & Rural Affairs"
"375",213,"Marine Management Organisation","marine licence applications register","Online applications for marine licences","Online applications for marine licences","935",NA,935,"web_archive","Online applications for marine licences",3585,"https://marinelicensing.marinemanagement.org.uk/mmofox5/fox/live/MMO_PUBLIC_REGISTER","Environment and countryside",0,FALSE,"Access","Requesting a licence or consent","Fully-automated",TRUE,NA,NA,NA,NA,NA,0,0,3585,4387.00960923483,935,NA,NA,NA,NA,2,"Other"
"376",83,"Cabinet Office","apply for a gender recognition certificate","Apply for a gender recognition certificate","Apply for a gender recognition certificate","251",NA,251,"web_archive",NA,1463,"http://apply-gender-recognition-certificate.service.gov.uk/","Citizenship and living in the UK",0,FALSE,"Apply","Registering","Transactional service",FALSE,NA,NA,NA,NA,NA,1463,0,1463,5977.08646503097,251,0.75,8,87.5,NA,11,"Cabinet Office"
"377",69,"UK Trade & Investment","trade challenge partner accreditation",NA,"x","3",NA,3,"web_archive","Applications for trade associations and other industry representative organisations to become accredited Trade Challenge Partners",NA,"https://www.trade-challenge-accreditation.service.gov.uk/","Business and self-employed",0,TRUE,"Trade","Requesting information","Currently unavailable",TRUE,"No longer exists",NA,NA,NA,NA,0,1,18563,21.6459526347898,3,NA,NA,NA,NA,1,"Other"
